key,season,league,team,avg_att,max_att,min_att,total_att,finish,games_played,points,wins,draws,losses,goals_for,goals_against,goal_diff
Scottish Premiership|Rangers|2017/18,2017/18,Scottish Premiership,Rangers,49174,50215,47272,934298,4,19,32,10,2,7,32,20,12
Scottish Premiership|Rangers|2017/18,2017/18,Scottish Premiership,Rangers,49174,50215,47272,934298,2,19,38,11,5,3,44,30,14
Scottish Premiership|Hibernian|2017/18,2017/18,Scottish Premiership,Hibernian,18124,20193,15459,344355,4,38,67,18,13,7,62,46,16
Scottish Premiership|Hibernian|2017/18,2017/18,Scottish Premiership,Hibernian,18124,20193,15459,344355,3,19,37,11,4,4,39,27,12
Scottish Premiership|Hibernian|2017/18,2017/18,Scottish Premiership,Hibernian,18124,20193,15459,344355,4,19,30,7,9,3,23,19,4
Scottish Premiership|Heart of Midlothian|2017/18,2017/18,Scottish Premiership,Heart of Midlothian,18429,32852,15357,331725,6,38,49,12,13,13,39,39,0
Scottish Premiership|Heart of Midlothian|2017/18,2017/18,Scottish Premiership,Heart of Midlothian,18429,32852,15357,331725,5,18,31,8,7,3,23,13,10
Scottish Premiership|Heart of Midlothian|2017/18,2017/18,Scottish Premiership,Heart of Midlothian,18429,32852,15357,331725,8,20,18,4,6,10,16,26,-10
Scottish Premiership|Aberdeen|2017/18,2017/18,Scottish Premiership,Aberdeen,15775,20528,13531,299734,2,38,73,22,7,9,56,37,19
Scottish Premiership|Aberdeen|2017/18,2017/18,Scottish Premiership,Aberdeen,15775,20528,13531,299734,2,19,37,11,4,4,30,16,14
Scottish Premiership|Aberdeen|2017/18,2017/18,Scottish Premiership,Aberdeen,15775,20528,13531,299734,3,19,36,11,3,5,26,21,5
Scottish Premiership|Dundee|2017/18,2017/18,Scottish Premiership,Dundee,5947,9193,4863,113000,9,38,39,11,6,21,36,57,-21
Scottish Premiership|Dundee|2017/18,2017/18,Scottish Premiership,Dundee,5947,9193,4863,113000,10,19,21,6,3,10,18,27,-9
Scottish Premiership|Dundee|2017/18,2017/18,Scottish Premiership,Dundee,5947,9193,4863,113000,9,19,18,5,3,11,18,30,-12
Scottish Premiership|Motherwell|2017/18,2017/18,Scottish Premiership,Motherwell,5448,9974,3196,108969,7,38,48,13,9,16,43,49,-6
Scottish Premiership|Motherwell|2017/18,2017/18,Scottish Premiership,Motherwell,5448,9974,3196,108969,7,20,29,8,5,7,26,22,4
Scottish Premiership|Motherwell|2017/18,2017/18,Scottish Premiership,Motherwell,5448,9974,3196,108969,7,18,19,5,4,9,17,27,-10
Scottish Premiership|Kilmarnock|2017/18,2017/18,Scottish Premiership,Kilmarnock,5391,11490,3337,102424,5,38,59,16,11,11,49,47,2
Scottish Premiership|Kilmarnock|2017/18,2017/18,Scottish Premiership,Kilmarnock,5391,11490,3337,102424,6,19,30,9,3,7,27,26,1
Scottish Premiership|Kilmarnock|2017/18,2017/18,Scottish Premiership,Kilmarnock,5391,11490,3337,102424,5,19,29,7,8,4,22,21,1
Scottish Premiership|Partick Thistle|2017/18,2017/18,Scottish Premiership,Partick Thistle,4580,8264,2452,87013,11,38,33,8,9,21,31,61,-30
Scottish Premiership|Partick Thistle|2017/18,2017/18,Scottish Premiership,Partick Thistle,4580,8264,2452,87013,8,19,22,6,4,9,20,24,-4
Scottish Premiership|Partick Thistle|2017/18,2017/18,Scottish Premiership,Partick Thistle,4580,8264,2452,87013,12,19,11,2,5,12,11,37,-26
Scottish Premiership|Ross County|2017/18,2017/18,Scottish Premiership,Ross County,4540,6590,3021,86260,12,38,29,6,11,21,40,62,-22
Scottish Premiership|Ross County|2017/18,2017/18,Scottish Premiership,Ross County,4540,6590,3021,86260,12,19,16,3,7,9,23,29,-6
Scottish Premiership|Ross County|2017/18,2017/18,Scottish Premiership,Ross County,4540,6590,3021,86260,11,19,13,3,4,12,17,33,-16
Scottish Premiership|St Johnstone|2017/18,2017/18,Scottish Premiership,St Johnstone,3809,6887,2037,72371,8,38,46,12,10,16,42,53,-11
Scottish Premiership|St Johnstone|2017/18,2017/18,Scottish Premiership,St Johnstone,3809,6887,2037,72371,9,19,22,5,7,7,17,27,-10
Scottish Premiership|St Johnstone|2017/18,2017/18,Scottish Premiership,St Johnstone,3809,6887,2037,72371,6,19,24,7,3,9,25,26,-1
Scottish Premiership|Hamilton Academical|2017/18,2017/18,Scottish Premiership,Hamilton Academical,3095,5406,1272,58807,10,38,33,9,6,23,47,68,-21
Scottish Premiership|Hamilton Academical|2017/18,2017/18,Scottish Premiership,Hamilton Academical,3095,5406,1272,58807,11,19,18,5,3,11,26,35,-9
Scottish Premiership|Hamilton Academical|2017/18,2017/18,Scottish Premiership,Hamilton Academical,3095,5406,1272,58807,10,19,15,4,3,12,21,33,-12
Premier League|Manchester United|2018/19,2018/19,Premier League,Manchester United,74498,74556,74400,1415471,6,38,66,19,9,10,65,54,11
Premier League|Manchester United|2018/19,2018/19,Premier League,Manchester United,74498,74556,74400,1415471,6,19,36,10,6,3,33,25,8
Premier League|Manchester United|2018/19,2018/19,Premier League,Manchester United,74498,74556,74400,1415471,4,19,30,9,3,7,32,29,3
Premier League|Arsenal|2018/19,2018/19,Premier League,Arsenal,59899,60030,59493,1138072,5,38,70,21,7,10,73,51,22
Premier League|Arsenal|2018/19,2018/19,Premier League,Arsenal,59899,60030,59493,1138072,3,19,45,14,3,2,42,16,26
Premier League|Arsenal|2018/19,2018/19,Premier League,Arsenal,59899,60030,59493,1138072,8,19,25,7,4,8,31,35,-4
Premier League|West Ham United|2018/19,2018/19,Premier League,West Ham United,58336,59988,56811,1108375,10,38,52,15,7,16,52,55,-3
Premier League|West Ham United|2018/19,2018/19,Premier League,West Ham United,58336,59988,56811,1108375,9,19,31,9,4,6,32,27,5
Premier League|West Ham United|2018/19,2018/19,Premier League,West Ham United,58336,59988,56811,1108375,11,19,21,6,3,10,20,28,-8
Premier League|Tottenham Hotspur|2018/19,2018/19,Premier League,Tottenham Hotspur,54216,81332,29164,1030111,4,38,71,23,2,13,67,39,28
Premier League|Tottenham Hotspur|2018/19,2018/19,Premier League,Tottenham Hotspur,54216,81332,29164,1030111,5,19,38,12,2,5,34,16,18
Premier League|Tottenham Hotspur|2018/19,2018/19,Premier League,Tottenham Hotspur,54216,81332,29164,1030111,3,19,33,11,-,8,33,23,10
Premier League|Manchester City|2018/19,2018/19,Premier League,Manchester City,54130,54511,53307,1028477,1,38,98,32,2,4,95,23,72
Premier League|Manchester City|2018/19,2018/19,Premier League,Manchester City,54130,54511,53307,1028477,1,19,54,18,-,1,57,12,45
Premier League|Manchester City|2018/19,2018/19,Premier League,Manchester City,54130,54511,53307,1028477,1,19,44,14,2,3,38,11,27
Premier League|Liverpool|2018/19,2018/19,Premier League,Liverpool,52983,53373,50965,1006668,2,38,97,30,7,1,89,22,67
Premier League|Liverpool|2018/19,2018/19,Premier League,Liverpool,52983,53373,50965,1006668,2,19,53,17,2,-,55,10,45
Premier League|Liverpool|2018/19,2018/19,Premier League,Liverpool,52983,53373,50965,1006668,2,19,44,13,5,1,34,12,22
Premier League|Newcastle United|2018/19,2018/19,Premier League,Newcastle United,51121,52242,48323,971297,13,38,45,12,9,17,42,48,-6
Premier League|Newcastle United|2018/19,2018/19,Premier League,Newcastle United,51121,52242,48323,971297,13,19,25,8,1,10,24,25,-1
Premier League|Newcastle United|2018/19,2018/19,Premier League,Newcastle United,51121,52242,48323,971297,13,19,20,4,8,7,18,23,-5
Premier League|Chelsea|2018/19,2018/19,Premier League,Chelsea,40441,40721,38593,768387,3,38,72,21,9,8,63,39,24
Premier League|Chelsea|2018/19,2018/19,Premier League,Chelsea,40441,40721,38593,768387,4,19,42,12,6,1,39,12,27
Premier League|Chelsea|2018/19,2018/19,Premier League,Chelsea,40441,40721,38593,768387,5,19,30,9,3,7,24,27,-3
Premier League|Everton|2018/19,2018/19,Premier League,Everton,39043,39400,38113,741815,8,38,54,15,9,14,54,46,8
Premier League|Everton|2018/19,2018/19,Premier League,Everton,39043,39400,38113,741815,7,19,34,10,4,5,30,21,9
Premier League|Everton|2018/19,2018/19,Premier League,Everton,39043,39400,38113,741815,12,19,20,5,5,9,24,25,-1
Premier League|Leicester City|2018/19,2018/19,Premier League,Leicester City,31851,32184,30558,605161,9,38,52,15,7,16,51,48,3
Premier League|Leicester City|2018/19,2018/19,Premier League,Leicester City,31851,32184,30558,605161,11,19,27,8,3,8,24,20,4
Premier League|Leicester City|2018/19,2018/19,Premier League,Leicester City,31851,32184,30558,605161,7,19,25,7,4,8,27,28,-1
Premier League|Cardiff City|2018/19,2018/19,Premier League,Cardiff City,31355,33028,29402,595751,18,38,34,10,4,24,34,69,-35
Premier League|Cardiff City|2018/19,2018/19,Premier League,Cardiff City,31355,33028,29402,595751,19,19,20,6,2,11,21,38,-17
Premier League|Cardiff City|2018/19,2018/19,Premier League,Cardiff City,31355,33028,29402,595751,17,19,14,4,2,13,13,31,-18
Premier League|Wolverhampton Wanderers|2018/19,2018/19,Premier League,Wolverhampton Wanderers,31030,31436,30130,589572,7,38,57,16,9,13,47,46,1
Premier League|Wolverhampton Wanderers|2018/19,2018/19,Premier League,Wolverhampton Wanderers,31030,31436,30130,589572,8,19,34,10,4,5,28,21,7
Premier League|Wolverhampton Wanderers|2018/19,2018/19,Premier League,Wolverhampton Wanderers,31030,31436,30130,589572,10,19,23,6,5,8,19,25,-6
Premier League|Brighton & Hove Albion|2018/19,2018/19,Premier League,Brighton & Hove Albion,30426,30682,29323,578085,17,38,36,9,9,20,35,60,-25
Premier League|Brighton & Hove Albion|2018/19,2018/19,Premier League,Brighton & Hove Albion,30426,30682,29323,578085,16,19,23,6,5,8,19,28,-9
Premier League|Brighton & Hove Albion|2018/19,2018/19,Premier League,Brighton & Hove Albion,30426,30682,29323,578085,18,19,13,3,4,12,16,32,-16
Premier League|Southampton|2018/19,2018/19,Premier League,Southampton,30139,31890,27077,572640,16,38,39,9,12,17,45,65,-20
Premier League|Southampton|2018/19,2018/19,Premier League,Southampton,30139,31890,27077,572640,14,19,23,5,8,6,27,30,-3
Premier League|Southampton|2018/19,2018/19,Premier League,Southampton,30139,31890,27077,572640,15,19,16,4,4,11,18,35,-17
Premier League|Crystal Palace|2018/19,2018/19,Premier League,Crystal Palace,25455,25789,24738,483644,12,38,49,14,7,17,51,53,-2
Premier League|Crystal Palace|2018/19,2018/19,Premier League,Crystal Palace,25455,25789,24738,483644,18,19,20,5,5,9,19,23,-4
Premier League|Crystal Palace|2018/19,2018/19,Premier League,Crystal Palace,25455,25789,24738,483644,6,19,29,9,2,8,32,30,2
Premier League|Fulham|2018/19,2018/19,Premier League,Fulham,24371,25401,22008,463051,19,38,26,7,5,26,34,81,-47
Premier League|Fulham|2018/19,2018/19,Premier League,Fulham,24371,25401,22008,463051,17,19,21,6,3,10,22,36,-14
Premier League|Fulham|2018/19,2018/19,Premier League,Fulham,24371,25401,22008,463051,20,19,5,1,2,16,12,45,-33
Premier League|Huddersfield Town|2018/19,2018/19,Premier League,Huddersfield Town,23201,24263,17082,440822,20,38,16,3,7,28,22,76,-54
Premier League|Huddersfield Town|2018/19,2018/19,Premier League,Huddersfield Town,23201,24263,17082,440822,20,19,9,2,3,14,10,31,-21
Premier League|Huddersfield Town|2018/19,2018/19,Premier League,Huddersfield Town,23201,24263,17082,440822,19,19,7,1,4,14,12,45,-33
Premier League|Burnley|2018/19,2018/19,Premier League,Burnley,20534,21741,18497,390148,15,38,40,11,7,20,45,68,-23
Premier League|Burnley|2018/19,2018/19,Premier League,Burnley,20534,21741,18497,390148,15,19,23,7,2,10,24,32,-8
Premier League|Burnley|2018/19,2018/19,Premier League,Burnley,20534,21741,18497,390148,14,19,17,4,5,10,21,36,-15
Premier League|Watford|2018/19,2018/19,Premier League,Watford,20016,20540,17301,380297,11,38,50,14,8,16,52,59,-7
Premier League|Watford|2018/19,2018/19,Premier League,Watford,20016,20540,17301,380297,12,19,27,8,3,8,26,28,-2
Premier League|Watford|2018/19,2018/19,Premier League,Watford,20016,20540,17301,380297,9,19,23,6,5,8,26,31,-5
Premier League|AFC Bournemouth|2018/19,2018/19,Premier League,AFC Bournemouth,10532,10986,9980,200107,14,38,45,13,6,19,56,70,-14
Premier League|AFC Bournemouth|2018/19,2018/19,Premier League,AFC Bournemouth,10532,10986,9980,200107,10,19,29,8,5,6,30,25,5
Premier League|AFC Bournemouth|2018/19,2018/19,Premier League,AFC Bournemouth,10532,10986,9980,200107,16,19,16,5,1,13,26,45,-19
Bundesliga|Borussia Dortmund|2018/19,2018/19,Bundesliga,Borussia Dortmund,79665,81365,61365,1354305,2,34,76,23,7,4,81,44,37
Bundesliga|Borussia Dortmund|2018/19,2018/19,Bundesliga,Borussia Dortmund,79665,81365,61365,1354305,1,17,44,14,2,1,52,25,27
Bundesliga|Borussia Dortmund|2018/19,2018/19,Bundesliga,Borussia Dortmund,79665,81365,61365,1354305,2,17,32,9,5,3,29,19,10
Bundesliga|Bayern Munich|2018/19,2018/19,Bundesliga,Bayern Munich,75000,75000,75000,1275000,1,34,78,24,6,4,88,32,56
Bundesliga|Bayern Munich|2018/19,2018/19,Bundesliga,Bayern Munich,75000,75000,75000,1275000,2,17,42,13,3,1,49,14,35
Bundesliga|Bayern Munich|2018/19,2018/19,Bundesliga,Bayern Munich,75000,75000,75000,1275000,1,17,36,11,3,3,39,18,21
Bundesliga|FC Schalke 04|2018/19,2018/19,Bundesliga,FC Schalke 04,60942,62271,58271,1036019,14,34,33,8,9,17,37,55,-18
Bundesliga|FC Schalke 04|2018/19,2018/19,Bundesliga,FC Schalke 04,60942,62271,58271,1036019,18,17,15,4,3,10,16,28,-12
Bundesliga|FC Schalke 04|2018/19,2018/19,Bundesliga,FC Schalke 04,60942,62271,58271,1036019,11,17,18,4,6,7,21,27,-6
Bundesliga|VfB Stuttgart|2018/19,2018/19,Bundesliga,VfB Stuttgart,54577,59000,46072,927814,16,34,28,7,7,20,32,70,-38
Bundesliga|VfB Stuttgart|2018/19,2018/19,Bundesliga,VfB Stuttgart,54577,59000,46072,927814,14,17,22,6,4,7,22,27,-5
Bundesliga|VfB Stuttgart|2018/19,2018/19,Bundesliga,VfB Stuttgart,54577,59000,46072,927814,16,17,6,1,3,13,10,43,-33
Bundesliga|Eintracht Frankfurt|2018/19,2018/19,Bundesliga,Eintracht Frankfurt,49794,51500,43800,846500,7,34,54,15,9,10,60,48,12
Bundesliga|Eintracht Frankfurt|2018/19,2018/19,Bundesliga,Eintracht Frankfurt,49794,51500,43800,846500,9,17,28,8,4,5,32,21,11
Bundesliga|Eintracht Frankfurt|2018/19,2018/19,Bundesliga,Eintracht Frankfurt,49794,51500,43800,846500,5,17,26,7,5,5,28,27,1
Bundesliga|Borussia M'gladbach|2018/19,2018/19,Bundesliga,Borussia M'gladbach,49723,54022,41257,845291,5,34,55,16,7,11,55,42,13
Bundesliga|Borussia M'gladbach|2018/19,2018/19,Bundesliga,Borussia M'gladbach,49723,54022,41257,845291,5,17,30,9,3,5,31,22,9
Bundesliga|Borussia M'gladbach|2018/19,2018/19,Bundesliga,Borussia M'gladbach,49723,54022,41257,845291,8,17,25,7,4,6,24,20,4
Bundesliga|Hertha BSC|2018/19,2018/19,Bundesliga,Hertha BSC,49258,74669,27939,837392,11,34,43,11,10,13,49,57,-8
Bundesliga|Hertha BSC|2018/19,2018/19,Bundesliga,Hertha BSC,49258,74669,27939,837392,13,17,24,6,6,5,26,27,-1
Bundesliga|Hertha BSC|2018/19,2018/19,Bundesliga,Hertha BSC,49258,74669,27939,837392,10,17,19,5,4,8,23,30,-7
Bundesliga|Fortuna Dusseldorf|2018/19,2018/19,Bundesliga,Fortuna Dusseldorf,43798,53400,34394,744571,10,34,44,13,5,16,49,65,-16
Bundesliga|Fortuna Dusseldorf|2018/19,2018/19,Bundesliga,Fortuna Dusseldorf,43798,53400,34394,744571,10,17,27,9,-,8,27,28,-1
Bundesliga|Fortuna Dusseldorf|2018/19,2018/19,Bundesliga,Fortuna Dusseldorf,43798,53400,34394,744571,12,17,17,4,5,8,22,37,-15
Bundesliga|Werder Bremen|2018/19,2018/19,Bundesliga,Werder Bremen,41403,42100,39100,703852,8,34,53,14,11,9,58,49,9
Bundesliga|Werder Bremen|2018/19,2018/19,Bundesliga,Werder Bremen,41403,42100,39100,703852,4,17,30,8,6,3,35,26,9
Bundesliga|Werder Bremen|2018/19,2018/19,Bundesliga,Werder Bremen,41403,42100,39100,703852,9,17,23,6,5,6,23,23,0
Bundesliga|1. FC Nurnberg|2018/19,2018/19,Bundesliga,1. FC Nurnberg,40372,50000,29604,686332,18,34,19,3,10,21,26,68,-42
Bundesliga|1. FC Nurnberg|2018/19,2018/19,Bundesliga,1. FC Nurnberg,40372,50000,29604,686332,16,17,16,3,7,7,16,22,-6
Bundesliga|1. FC Nurnberg|2018/19,2018/19,Bundesliga,1. FC Nurnberg,40372,50000,29604,686332,18,17,3,-,3,14,10,46,-36
Bundesliga|RB Leipzig|2018/19,2018/19,Bundesliga,RB Leipzig,38380,41939,30136,652456,3,34,66,19,9,6,63,29,34
Bundesliga|RB Leipzig|2018/19,2018/19,Bundesliga,RB Leipzig,38380,41939,30136,652456,3,17,36,10,6,1,34,9,25
Bundesliga|RB Leipzig|2018/19,2018/19,Bundesliga,RB Leipzig,38380,41939,30136,652456,3,17,30,9,3,5,29,20,9
Bundesliga|Hannover 96|2018/19,2018/19,Bundesliga,Hannover 96,38365,49000,30400,652200,17,34,21,5,6,23,31,71,-40
Bundesliga|Hannover 96|2018/19,2018/19,Bundesliga,Hannover 96,38365,49000,30400,652200,17,17,16,5,1,11,15,26,-11
Bundesliga|Hannover 96|2018/19,2018/19,Bundesliga,Hannover 96,38365,49000,30400,652200,17,17,5,-,5,12,16,45,-29
Bundesliga|FC Augsburg|2018/19,2018/19,Bundesliga,FC Augsburg,28618,30660,25733,486510,15,34,32,8,8,18,51,71,-20
Bundesliga|FC Augsburg|2018/19,2018/19,Bundesliga,FC Augsburg,28618,30660,25733,486510,15,17,19,5,4,8,34,33,1
Bundesliga|FC Augsburg|2018/19,2018/19,Bundesliga,FC Augsburg,28618,30660,25733,486510,14,17,13,3,4,10,17,38,-21
Bundesliga|TSG 1899 Hoffenheim|2018/19,2018/19,Bundesliga,TSG 1899 Hoffenheim,28456,30150,23404,483745,9,34,51,13,12,9,70,52,18
Bundesliga|TSG 1899 Hoffenheim|2018/19,2018/19,Bundesliga,TSG 1899 Hoffenheim,28456,30150,23404,483745,11,17,26,7,5,5,28,20,8
Bundesliga|TSG 1899 Hoffenheim|2018/19,2018/19,Bundesliga,TSG 1899 Hoffenheim,28456,30150,23404,483745,7,17,25,6,7,4,42,32,10
Bundesliga|Bayer Leverkusen|2018/19,2018/19,Bundesliga,Bayer Leverkusen,27990,30210,24632,475833,4,34,58,18,4,12,69,52,17
Bundesliga|Bayer Leverkusen|2018/19,2018/19,Bundesliga,Bayer Leverkusen,27990,30210,24632,475833,8,17,29,9,2,6,32,25,7
Bundesliga|Bayer Leverkusen|2018/19,2018/19,Bundesliga,Bayer Leverkusen,27990,30210,24632,475833,4,17,29,9,2,6,37,27,10
Bundesliga|1. FSV Mainz 05|2018/19,2018/19,Bundesliga,1. FSV Mainz 05,26275,33305,19205,446680,12,34,43,12,7,15,46,57,-11
Bundesliga|1. FSV Mainz 05|2018/19,2018/19,Bundesliga,1. FSV Mainz 05,26275,33305,19205,446680,7,17,29,8,5,4,31,22,9
Bundesliga|1. FSV Mainz 05|2018/19,2018/19,Bundesliga,1. FSV Mainz 05,26275,33305,19205,446680,13,17,14,4,2,11,15,35,-20
Bundesliga|VfL Wolfsburg|2018/19,2018/19,Bundesliga,VfL Wolfsburg,24481,30000,20334,416169,6,34,55,16,7,11,62,50,12
Bundesliga|VfL Wolfsburg|2018/19,2018/19,Bundesliga,VfL Wolfsburg,24481,30000,20334,416169,6,17,29,8,5,4,36,23,13
Bundesliga|VfL Wolfsburg|2018/19,2018/19,Bundesliga,VfL Wolfsburg,24481,30000,20334,416169,6,17,26,8,2,7,26,27,-1
Bundesliga|SC Freiburg|2018/19,2018/19,Bundesliga,SC Freiburg,23894,24000,23500,406200,13,34,36,8,12,14,46,61,-15
Bundesliga|SC Freiburg|2018/19,2018/19,Bundesliga,SC Freiburg,23894,24000,23500,406200,12,17,25,6,7,4,32,27,5
Bundesliga|SC Freiburg|2018/19,2018/19,Bundesliga,SC Freiburg,23894,24000,23500,406200,15,17,11,2,5,10,14,34,-20
La Liga|Barcelona|2018/19,2018/19,La Liga,Barcelona,76104,93265,50670,1445972,1,38,85,25,10,3,90,37,53
La Liga|Barcelona|2018/19,2018/19,La Liga,Barcelona,76104,93265,50670,1445972,1,19,48,15,3,1,51,17,34
La Liga|Barcelona|2018/19,2018/19,La Liga,Barcelona,76104,93265,50670,1445972,1,19,37,10,7,2,39,20,19
La Liga|Real Madrid|2018/19,2018/19,La Liga,Real Madrid,61042,78921,46294,1159792,3,38,68,21,5,12,63,46,17
La Liga|Real Madrid|2018/19,2018/19,La Liga,Real Madrid,61042,78921,46294,1159792,3,19,40,13,1,5,32,15,17
La Liga|Real Madrid|2018/19,2018/19,La Liga,Real Madrid,61042,78921,46294,1159792,4,19,28,8,4,7,31,31,0
La Liga|Atletico Madrid|2018/19,2018/19,La Liga,Atletico Madrid,56209,67752,40863,1067965,2,38,76,22,10,6,55,29,26
La Liga|Atletico Madrid|2018/19,2018/19,La Liga,Atletico Madrid,56209,67752,40863,1067965,2,19,48,15,3,1,32,10,22
La Liga|Atletico Madrid|2018/19,2018/19,La Liga,Atletico Madrid,56209,67752,40863,1067965,3,19,28,7,7,5,23,19,4
La Liga|Real Betis|2018/19,2018/19,La Liga,Real Betis,44487,54187,28078,845247,10,38,50,14,8,16,44,52,-8
La Liga|Real Betis|2018/19,2018/19,La Liga,Real Betis,44487,54187,28078,845247,12,19,29,8,5,6,25,26,-1
La Liga|Real Betis|2018/19,2018/19,La Liga,Real Betis,44487,54187,28078,845247,9,19,21,6,3,10,19,26,-7
La Liga|Athletic Bilbao|2018/19,2018/19,La Liga,Athletic Bilbao,40664,47557,34060,772623,9,38,50,12,14,12,40,46,-6
La Liga|Athletic Bilbao|2018/19,2018/19,La Liga,Athletic Bilbao,40664,47557,34060,772623,7,19,35,9,8,2,26,19,7
La Liga|Athletic Bilbao|2018/19,2018/19,La Liga,Athletic Bilbao,40664,47557,34060,772623,16,19,15,3,6,10,14,27,-13
La Liga|Valencia|2018/19,2018/19,La Liga,Valencia,39506,46249,35395,750618,4,38,61,15,16,7,51,35,16
La Liga|Valencia|2018/19,2018/19,La Liga,Valencia,39506,46249,35395,750618,9,19,31,7,10,2,24,12,12
La Liga|Valencia|2018/19,2018/19,La Liga,Valencia,39506,46249,35395,750618,2,19,30,8,6,5,27,23,4
La Liga|Sevilla|2018/19,2018/19,La Liga,Sevilla,36000,42885,28060,684005,5,38,59,17,8,13,62,47,15
La Liga|Sevilla|2018/19,2018/19,La Liga,Sevilla,36000,42885,28060,684005,4,19,39,12,3,4,39,20,19
La Liga|Sevilla|2018/19,2018/19,La Liga,Sevilla,36000,42885,28060,684005,12,19,20,5,5,9,23,27,-4
La Liga|Real Sociedad|2018/19,2018/19,La Liga,Real Sociedad,22308,27322,16417,423847,8,38,50,13,11,14,45,46,-1
La Liga|Real Sociedad|2018/19,2018/19,La Liga,Real Sociedad,22308,27322,16417,423847,14,19,27,7,6,6,23,20,3
La Liga|Real Sociedad|2018/19,2018/19,La Liga,Real Sociedad,22308,27322,16417,423847,6,19,23,6,5,8,22,26,-4
La Liga|Levante|2018/19,2018/19,La Liga,Levante,20217,24073,16198,384123,15,38,44,11,11,16,59,65,-6
La Liga|Levante|2018/19,2018/19,La Liga,Levante,20217,24073,16198,384123,15,19,25,6,7,6,34,34,0
La Liga|Levante|2018/19,2018/19,La Liga,Levante,20217,24073,16198,384123,13,19,19,5,4,10,25,31,-6
La Liga|Espanyol|2018/19,2018/19,La Liga,Espanyol,19321,26568,13547,367100,7,38,53,14,11,13,48,50,-2
La Liga|Espanyol|2018/19,2018/19,La Liga,Espanyol,19321,26568,13547,367100,6,19,36,11,3,5,28,22,6
La Liga|Espanyol|2018/19,2018/19,La Liga,Espanyol,19321,26568,13547,367100,14,19,17,3,8,8,20,28,-8
La Liga|Real Valladolid|2018/19,2018/19,La Liga,Real Valladolid,18995,23455,16038,360896,16,38,42,10,12,16,33,51,-18
La Liga|Real Valladolid|2018/19,2018/19,La Liga,Real Valladolid,18995,23455,16038,360896,19,19,21,5,6,8,17,26,-9
La Liga|Real Valladolid|2018/19,2018/19,La Liga,Real Valladolid,18995,23455,16038,360896,10,19,21,5,6,8,16,25,-9
La Liga|Celta Vigo|2018/19,2018/19,La Liga,Celta Vigo,17616,22564,13266,334703,17,38,41,10,11,17,53,62,-9
La Liga|Celta Vigo|2018/19,2018/19,La Liga,Celta Vigo,17616,22564,13266,334703,10,19,29,8,5,6,31,25,6
La Liga|Celta Vigo|2018/19,2018/19,La Liga,Celta Vigo,17616,22564,13266,334703,18,19,12,2,6,11,22,37,-15
La Liga|Villarreal|2018/19,2018/19,La Liga,Villarreal,16880,19903,13671,320724,14,38,44,10,14,14,49,52,-3
La Liga|Villarreal|2018/19,2018/19,La Liga,Villarreal,16880,19903,13671,320724,16,19,23,5,8,6,28,26,2
La Liga|Villarreal|2018/19,2018/19,La Liga,Villarreal,16880,19903,13671,320724,8,19,21,5,6,8,21,26,-5
La Liga|CD Alaves|2018/19,2018/19,La Liga,CD Alaves,16804,19461,10394,319279,11,38,50,13,11,14,38,50,-12
La Liga|CD Alaves|2018/19,2018/19,La Liga,CD Alaves,16804,19461,10394,319279,13,19,29,7,8,4,18,19,-1
La Liga|CD Alaves|2018/19,2018/19,La Liga,CD Alaves,16804,19461,10394,319279,11,19,21,6,3,10,20,31,-11
La Liga|Rayo Vallecano|2018/19,2018/19,La Liga,Rayo Vallecano,11934,13880,10400,226753,20,38,32,8,8,22,42,70,-28
La Liga|Rayo Vallecano|2018/19,2018/19,La Liga,Rayo Vallecano,11934,13880,10400,226753,17,19,21,5,6,8,25,32,-7
La Liga|Rayo Vallecano|2018/19,2018/19,La Liga,Rayo Vallecano,11934,13880,10400,226753,20,19,11,3,2,14,17,38,-21
La Liga|Getafe|2018/19,2018/19,La Liga,Getafe,10999,14721,7851,208985,6,38,59,15,14,9,48,35,13
La Liga|Getafe|2018/19,2018/19,La Liga,Getafe,10999,14721,7851,208985,5,19,36,11,3,5,28,13,15
La Liga|Getafe|2018/19,2018/19,La Liga,Getafe,10999,14721,7851,208985,5,19,23,4,11,4,20,22,-2
La Liga|Girona FC|2018/19,2018/19,La Liga,Girona FC,10940,14021,6618,207851,18,38,40,10,10,18,38,52,-14
La Liga|Girona FC|2018/19,2018/19,La Liga,Girona FC,10940,14021,6618,207851,20,19,18,4,6,9,18,27,-9
La Liga|Girona FC|2018/19,2018/19,La Liga,Girona FC,10940,14021,6618,207851,7,19,22,6,4,9,20,25,-5
La Liga|CD Leganes|2018/19,2018/19,La Liga,CD Leganes,10349,12319,4155,196634,13,38,45,11,12,15,38,43,-5
La Liga|CD Leganes|2018/19,2018/19,La Liga,CD Leganes,10349,12319,4155,196634,11,19,29,7,8,4,20,16,4
La Liga|CD Leganes|2018/19,2018/19,La Liga,CD Leganes,10349,12319,4155,196634,15,19,16,4,4,11,18,27,-9
La Liga|Huesca SD|2018/19,2018/19,La Liga,Huesca SD,6608,7343,5575,125552,19,38,33,7,12,19,43,67,-24
La Liga|Huesca SD|2018/19,2018/19,La Liga,Huesca SD,6608,7343,5575,125552,18,19,21,5,6,8,24,31,-7
La Liga|Huesca SD|2018/19,2018/19,La Liga,Huesca SD,6608,7343,5575,125552,19,19,12,2,6,11,19,36,-17
